stop_name,date_collection_datetime,lbs_collected,compost_created_lbs,compost_efficiency,year,month,day_of_week,lbs_collected_normalized,compost_created_lbs_normalized
Citizen's Convenience Center,2022-02-11,197.0,20,0.10152284263959391,2022,2,4,-1.6278836492063198,-1.614504572077787
Citizen's Convenience Center,2022-04-01,431.8,43,0.09958314034275127,2022,4,4,-0.7152469216722138,-0.7205500724011674
Citizen's Convenience Center,2022-05-02,460.8,46,0.09982638888888888,2022,5,0,-0.6025277347110168,-0.6039473115737822
Citizen's Convenience Center,2022-05-04,462.8,46,0.09939498703543648,2022,5,2,-0.5947539976792101,-0.6039473115737822
Citizen's Convenience Center,2022-05-20,655.8,66,0.10064043915827997,2022,5,4,0.15541162589013563,0.17340442727545222
Citizen's Convenience Center,2022-06-08,352.8,35,0.0992063492063492,2022,6,2,-1.0223095344285782,-1.0314907679408611
Citizen's Convenience Center,2022-06-10,336.8,34,0.10095011876484561,2022,6,4,-1.0844994306830318,-1.0703583548833229
Citizen's Convenience Center,2022-06-13,770.8,77,0.09989621172807474,2022,6,0,0.6024015052190206,0.6009478836425312
Citizen's Convenience Center,2022-06-24,451.8,45,0.099601593625498,2022,6,4,-0.6375095513541469,-0.642814898516244
Citizen's Convenience Center,2022-07-06,453.8,45,0.0991626267078008,2022,7,2,-0.6297358143223403,-0.642814898516244
Citizen's Convenience Center,2022-07-11,650.8,65,0.09987707437000615,2022,7,0,0.1359772833106189,0.1345368403329905
Citizen's Convenience Center,2022-08-12,658.8,66,0.10018214936247724,2022,8,4,0.1670722314378457,0.17340442727545222
Citizen's Convenience Center,2022-08-31,511.8,51,0.09964830011723329,2022,8,2,-0.4042974403999461,-0.40960937686147364
Citizen's Convenience Center,2022-09-16,389.8,39,0.1000513083632632,2022,9,4,-0.8784953993401544,-0.8760204201710143
Citizen's Convenience Center,2022-09-19,716.2,72,0.10053057805082379,2022,9,0,0.3901784842506982,0.40660994893022256
Citizen's Convenience Center,2022-10-05,405.8,41,0.10103499260719566,2022,10,2,-0.8163055030857009,-0.7982852462860909
Citizen's Convenience Center,2022-10-24,465.6,47,0.10094501718213057,2022,10,0,-0.5838707658346807,-0.5650797246313205
Citizen's Convenience Center,2022-10-31,953.4,95,0.09964338158170757,2022,10,0,1.3121436962229718,1.3005644486068422
Citizen's Convenience Center,2022-11-02,574.8,57,0.09916492693110648,2022,11,2,-0.15942472389803547,-0.17640385520670332
Citizen's Convenience Center,2022-11-09,503.6,50,0.09928514694201747,2022,11,2,-0.4361697622303535,-0.44847696380393537
Citizen's Convenience Center,2022-12-21,724.4,72,0.09939260077305356,2022,12,2,0.42205080608110535,0.40660994893022256
Citizen's Convenience Center,2022-12-30,815.4,82,0.10056414029923964,2022,12,4,0.7757558410283099,0.7952858183548398
Citizen's Convenience Center,2023-01-03,730.4,73,0.09994523548740417,2023,1,1,0.4453720171765254,0.4454775358726843
Citizen's Convenience Center,2023-01-11,724.8,72,0.09933774834437087,2023,1,2,0.4236055534874666,0.40660994893022256
Citizen's Convenience Center,2023-01-20,752.4,75,0.09968102073365231,2023,1,4,0.5308831245263991,0.5232127097576077
Citizen's Convenience Center,2023-02-10,571.6,57,0.09972008397480756,2023,2,4,-0.1718627031489259,-0.17640385520670332
Citizen's Convenience Center,2023-03-03,300.4,30,0.09986684420772304,2023,3,4,-1.2259814446619137,-1.2258287026531698
Citizen's Convenience Center,2023-03-08,610.8,61,0.09986902423051736,2023,3,2,-0.019497457325514972,-0.020933507436856413
Citizen's Convenience Center,2023-03-13,779.4,78,0.10007698229407237,2023,3,0,0.6358285744557894,0.6398154705849929
Citizen's Convenience Center,2023-03-22,707.8,71,0.1003108222661769,2023,3,2,0.3575287887171097,0.36774236198776084
Citizen's Convenience Center,2023-04-10,874.6,87,0.0994740452778413,2023,4,0,1.0058584571697882,0.9896237530671484
Citizen's Convenience Center,2023-04-26,641.6,64,0.0997506234413965,2023,4,2,0.10021809296430838,0.09566925339052876
Citizen's Convenience Center,2023-05-03,668.4,67,0.1002393776181927,2023,5,2,0.2043861691905179,0.21227201421791392
Citizen's Convenience Center,2023-05-26,566.6,57,0.10060007059654076,2023,5,4,-0.19129704572844264,-0.17640385520670332
Citizen's Convenience Center,2023-05-30,991.4,99,0.0998587855557797,2023,5,1,1.459844699827299,1.456034796376689
Citizen's Convenience Center,2023-05-31,385.8,39,0.10108864696734059,2023,5,2,-0.8940428734037679,-0.8760204201710143
Citizen's Convenience Center,2023-06-14,528.8,53,0.10022692889561272,2023,6,2,-0.3382206756295894,-0.3318742029765502
Citizen's Convenience Center,2023-06-26,988.4,99,0.10016187778227438,2023,6,0,1.448184094279589,1.456034796376689
Citizen's Convenience Center,2023-07-05,491.6,49,0.09967453213995117,2023,7,2,-0.48281218442119367,-0.4873445507463971
Citizen's Convenience Center,2023-07-07,734.4,73,0.09940087145969499,2023,7,4,0.4609194912401388,0.4454775358726843
Citizen's Convenience Center,2023-07-10,1104.4,110,0.099601593625498,2023,7,0,1.8990608421243775,1.8835782527437681
Citizen's Convenience Center,2023-07-14,948.4,95,0.10016870518768452,2023,7,4,1.292709353643455,1.3005644486068422
Citizen's Convenience Center,2023-07-17,998.4,100,0.10016025641025642,2023,7,0,1.4870527794386224,1.4949023833191508
Citizen's Convenience Center,2023-08-11,584.8,58,0.09917920656634747,2023,8,4,-0.12055603873900199,-0.1375362682642416
Citizen's Convenience Center,2023-08-14,739.4,74,0.10008114687584528,2023,8,0,0.4803538338196555,0.484345122815146
Citizen's Convenience Center,2023-08-16,439.6,44,0.10009099181073702,2023,8,2,-0.6849293472481677,-0.6816824854587057
Citizen's Convenience Center,2023-09-06,542.4,54,0.09955752212389381,2023,9,2,-0.28535926381330384,-0.2930066160340885
Citizen's Convenience Center,2023-09-13,445.8,45,0.1009421265141319,2023,9,2,-0.660830762449567,-0.642814898516244
Citizen's Convenience Center,2023-09-25,557.4,56,0.1004664513814137,2023,9,0,-0.22705623607475361,-0.21527144214916502
Citizen's Convenience Center,2023-09-27,679.8,68,0.10002942041776994,2023,9,2,0.24869647027181596,0.25113960116037565
Citizen's Convenience Center,2023-10-11,531.4,53,0.09973654497553633,2023,10,2,-0.3281148174882406,-0.3318742029765502
Citizen's Convenience Center,2023-11-01,636.4,64,0.1005656819610308,2023,11,2,0.0800063766816108,0.09566925339052876
Citizen's Convenience Center,2023-11-03,612.6,61,0.09957557949722494,2023,11,4,-0.012501093996888682,-0.020933507436856413
Citizen's Convenience Center,2023-11-06,533.4,53,0.09936257967754031,2023,11,0,-0.32034108045643395,-0.3318742029765502
Citizen's Convenience Center,2023-11-27,1422.4,142,0.0998312710911136,2023,11,0,3.1350850301816418,3.127341034902543
Citizen's Convenience Center,2023-12-20,494.4,49,0.09911003236245955,2023,12,2,-0.47192895257666445,-0.4873445507463971
Citizen's Convenience Center,2023-12-22,959.2,96,0.1000834028356964,2023,12,4,1.3346875336152115,1.339432035549304
Citizen's Convenience Center,2023-12-29,1197.8,120,0.10018367006177993,2023,12,4,2.2620943615097495,2.2722541221683854
Citizen's Convenience Center,2024-01-31,636.4,64,0.1005656819610308,2024,1,2,0.0800063766816108,0.09566925339052876
Citizen's Convenience Center,2024-02-02,556.6,56,0.10061085159899388,2024,2,4,-0.2301657308874761,-0.21527144214916502
Citizen's Convenience Center,2024-02-05,815.8,82,0.10051483206668302,2024,2,0,0.7773105884346712,0.7952858183548398
Mills Park,2024-02-09,181.4,18,0.09922822491730982,2024,2,4,-1.688518798054412,-1.6922397459627105
Citizen's Convenience Center,2024-02-19,943.0,94,0.09968186638388123,2024,2,0,1.271720263657577,1.2616968616643804
Citizen's Convenience Center,2024-02-23,703.8,70,0.09946007388462633,2024,2,4,0.3419813146534963,0.3288747750452991
Mills Park,2024-03-04,344.8,34,0.09860788863109049,2024,3,0,-1.053404482555805,-1.0703583548833229
Citizen's Convenience Center,2024-03-06,746.8,75,0.10042849491162294,2024,3,2,0.5091166608373402,0.5232127097576077
Mills Park,2024-03-08,673.8,67,0.09943603443158208,2024,3,4,0.2253752591763959,0.21227201421791392
Mills Park,2024-03-11,399.8,40,0.10005002501250625,2024,3,0,-0.839626714181121,-0.8371528332285526
Mills Park,2024-03-27,279.8,28,0.10007147962830593,2024,3,2,-1.3060509360895225,-1.3035638765380932
Citizen's Convenience Center,2024-04-08,1212.8,121,0.09976912928759894,2024,4,0,2.3203973892483,2.311121709110847
Citizen's Convenience Center,2024-04-15,1181.0,118,0.09991532599491956,2024,4,0,2.1967949704425735,2.194518948283462
Mills Park,2024-04-17,363.8,36,0.09895547003848268,2024,4,2,-0.9795539807536414,-0.9926231809983995
Citizen's Convenience Center,2024-04-19,712.4,71,0.09966311061201573,2024,4,4,0.37540838389026515,0.36774236198776084
Mills Park,2024-04-19,321.8,32,0.09944064636420136,2024,4,4,-1.1428024584215821,-1.1480935287682463
Citizen's Convenience Center,2024-04-24,698.4,70,0.1002290950744559,2024,4,2,0.3209922246676183,0.3288747750452991
Mills Park,2024-04-24,274.8,27,0.0982532751091703,2024,4,2,-1.3254852786690394,-1.342431463480555
Mills Park,2024-04-29,716.8,72,0.10044642857142858,2024,4,0,0.3925106053602398,0.40660994893022256
Citizen's Convenience Center,2024-05-13,1076.0,108,0.10037174721189591,2024,5,0,1.7886737762727223,1.8058430788588447
Mills Park,2024-05-17,526.8,53,0.10060744115413821,2024,5,4,-0.34599441266139613,-0.3318742029765502
Mills Park,2024-05-22,524.8,52,0.09908536585365854,2024,5,2,-0.3537681496932028,-0.3707417899190119
Citizen's Convenience Center,2024-05-24,565.4,57,0.10081358330385568,2024,5,4,-0.19596128794752685,-0.17640385520670332
Mills Park,2024-05-24,617.8,62,0.10035610229847848,2024,5,4,0.007710622285808456,0.01793407950560531
Citizen's Convenience Center,2024-05-29,310.8,31,0.09974259974259973,2024,5,2,-1.1855580120965188,-1.186961115710708
Mills Park,2024-05-29,247.8,25,0.10088781275221953,2024,5,2,-1.4304307285984297,-1.4201666373654784
Citizen's Convenience Center,2024-06-12,748.2,75,0.10024057738572574,2024,6,2,0.5145582767596053,0.5232127097576077
Citizen's Convenience Center,2024-06-17,972.8,97,0.09971217105263158,2024,6,0,1.3875489454314966,1.3782996224917656
Citizen's Convenience Center,2024-06-21,1036.8,104,0.10030864197530864,2024,6,4,1.6363085304493108,1.6503727310889977
Mills Park,2024-06-26,532.8,53,0.09947447447447448,2024,6,2,-0.322673201565976,-0.3318742029765502
Citizen's Convenience Center,2024-06-28,609.4,61,0.10009845749917952,2024,6,4,-0.02493907324777957,-0.020933507436856413
Citizen's Convenience Center,2024-07-03,534.2,53,0.09921377761138149,2024,7,2,-0.317231585643711,-0.3318742029765502
Mills Park,2024-07-10,434.8,43,0.09889604415823366,2024,7,2,-0.7035863161245038,-0.7205500724011674
Mills Park,2024-07-22,395.8,40,0.10106114199090449,2024,7,0,-0.8551741882447343,-0.8371528332285526
Mills Park,2024-07-26,368.8,37,0.10032537960954446,2024,7,4,-0.9601196381741247,-0.9537555940559378
Mills Park,2024-07-29,805.8,81,0.10052122114668653,2024,7,0,0.7384419032756376,0.7564182314123781
Citizen's Convenience Center,2024-08-02,604.4,60,0.09927200529450696,2024,8,4,-0.04437341582729631,-0.05980109437931814
Mills Park,2024-08-12,404.8,40,0.09881422924901186,2024,8,0,-0.8201923716016042,-0.8371528332285526
Mills Park,2024-08-26,516.8,52,0.10061919504643964,2024,8,0,-0.3848630978204296,-0.3707417899190119
Mills Park,2024-09-03,730.8,73,0.0998905309250137,2024,9,1,0.44692676458288666,0.4454775358726843
Mills Park,2024-09-09,372.8,37,0.0992489270386266,2024,9,0,-0.9445721641105114,-0.9537555940559378
Mills Park,2024-09-11,300.8,30,0.09973404255319149,2024,9,2,-1.2244266972555524,-1.2258287026531698
Mills Park,2024-09-30,328.8,33,0.10036496350364964,2024,9,0,-1.1155943788102587,-1.1092259418257846
Citizen's Convenience Center,2024-09-27,345.8,35,0.10121457489878542,2024,9,4,-1.0495176140399016,-1.0314907679408611
Citizen's Convenience Center,2024-09-30,1123.0,112,0.09973285841495994,2024,9,0,1.9713565965201796,1.9613134266286916
Mills Park,2024-10-02,287.8,29,0.10076441973592773,2024,10,2,-1.2749559879622958,-1.2646962895956315
Mills Park,2024-10-30,410.8,41,0.09980525803310614,2024,10,2,-0.7968711605061841,-0.7982852462860909
Citizen's Convenience Center,2024-10-07,1174.0,117,0.09965928449744463,2024,10,0,2.1695868908312503,2.155651361341
Citizen's Convenience Center,2024-10-28,1062.8,106,0.09973654497553633,2024,10,0,1.7373671118627978,1.7281079049739212
Citizen's Convenience Center,2024-11-08,1178.0,118,0.100169779286927,2024,11,4,2.185134364894864,2.194518948283462
Mills Park,2024-11-18,562.8,56,0.09950248756218906,2024,11,0,-0.20606714608887564,-0.21527144214916502
Mills Park,2024-12-16,663.6,66,0.09945750452079566,2024,12,0,0.18572920031418202,0.17340442727545222
Mills Park,2024-12-27,645.8,65,0.10065035614741406,2024,12,4,0.11654294073110218,0.1345368403329905
Mills Park,2024-12-31,463.8,46,0.09918068132815869,2024,12,1,-0.5908671291633067,-0.6039473115737822
Mills Park,2025-01-06,705.6,71,0.1006235827664399,2025,1,0,0.3489776779821226,0.36774236198776084
Mills Park,2025-01-08,449.8,45,0.10004446420631391,2025,1,2,-0.6452832883859536,-0.642814898516244
Mills Park,2025-01-15,359.8,36,0.10005558643690939,2025,1,2,-0.9951014548172549,-0.9926231809983995
Mills Park,2025-01-22,630.8,63,0.09987317691819912,2025,1,2,0.05823991299255197,0.056801666448067036
Mills Park,2025-01-24,248.8,25,0.10048231511254019,2025,1,4,-1.4265438600825264,-1.4201666373654784
Mills Park,2025-01-29,482.8,48,0.09942004971002485,2025,1,2,-0.5170166273611432,-0.5262121376888588
Mills Park,2025-01-31,343.8,34,0.09889470622454916,2025,1,4,-1.0572913510717084,-1.0703583548833229
Citizen's Convenience Center,2025-01-03,475.0,48,0.10105263157894737,2025,1,4,-0.5473342017851893,-0.5262121376888588
Citizen's Convenience Center,2025-01-13,965.0,97,0.10051813471502591,2025,1,0,1.3572313710074506,1.3782996224917656
Citizen's Convenience Center,2025-01-31,581.0,58,0.09982788296041308,2025,1,4,-0.13532613909943453,-0.1375362682642416
Citizen's Convenience Center,2025-02-14,392.0,39,0.09948979591836735,2025,2,4,-0.8699442886051671,-0.8760204201710143
Mills Park,2025-02-22,517.8,52,0.10042487446890692,2025,2,5,-0.38097622930452624,-0.3707417899190119
Mills Park,2025-02-24,478.8,48,0.10025062656641603,2025,2,0,-0.5325641014247565,-0.5262121376888588
Citizen's Convenience Center,2022-04-13,536.8,54,0.10059612518628913,2022,4,2,-0.30712572750236267,-0.2930066160340885
Citizen's Convenience Center,2022-05-06,541.8,54,0.09966777408637875,2022,5,4,-0.2876913849228459,-0.2930066160340885
Citizen's Convenience Center,2022-05-09,624.0,62,0.09935897435897435,2022,5,0,0.03180920708440938,0.01793407950560531
Citizen's Convenience Center,2022-05-18,718.8,72,0.1001669449081803,2022,5,2,0.4002843423920465,0.40660994893022256
Citizen's Convenience Center,2022-05-25,581.8,58,0.09969061533172913,2022,5,2,-0.13221664428671204,-0.1375362682642416
Citizen's Convenience Center,2022-05-27,535.4,54,0.10085917071348525,2022,5,4,-0.3125673434246272,-0.2930066160340885
Citizen's Convenience Center,2022-05-31,503.8,50,0.09924573243350536,2022,5,1,-0.4353923885271729,-0.44847696380393537
Citizen's Convenience Center,2022-06-03,672.8,67,0.09958382877526754,2022,6,4,0.22148839066049253,0.21227201421791392
Citizen's Convenience Center,2022-06-06,672.8,67,0.09958382877526754,2022,6,0,0.22148839066049253,0.21227201421791392
Citizen's Convenience Center,2022-06-27,680.8,68,0.09988249118683902,2022,6,0,0.2525833387877193,0.25113960116037565
Citizen's Convenience Center,2022-06-29,574.8,57,0.09916492693110648,2022,6,2,-0.15942472389803547,-0.17640385520670332
Citizen's Convenience Center,2022-07-25,799.8,80,0.1000250062515629,2022,7,0,0.7151206921802176,0.7175506444699163
Citizen's Convenience Center,2022-08-15,561.8,56,0.09967960128159488,2022,8,0,-0.20995401460477897,-0.21527144214916502
Citizen's Convenience Center,2022-09-02,535.8,54,0.1007838745800672,2022,9,4,-0.311012596018266,-0.2930066160340885
Citizen's Convenience Center,2022-09-12,977.8,98,0.10022499488647986,2022,9,0,1.4069832880110134,1.4171672094342274
Citizen's Convenience Center,2022-09-14,464.8,46,0.09896729776247848,2022,9,2,-0.5869802606474034,-0.6039473115737822
Citizen's Convenience Center,2022-09-26,562.4,56,0.09957325746799431,2022,9,0,-0.20762189349523688,-0.21527144214916502
Citizen's Convenience Center,2022-09-28,372.6,37,0.09930220075147611,2022,9,2,-0.9453495378136919,-0.9537555940559378
Citizen's Convenience Center,2022-10-07,454.8,45,0.09894459102902374,2022,10,4,-0.6258489458064369,-0.642814898516244
Citizen's Convenience Center,2022-10-19,373.6,37,0.09903640256959315,2022,10,2,-0.9414626692977887,-0.9537555940559378
Citizen's Convenience Center,2022-10-28,713.6,71,0.09949551569506726,2022,10,4,0.3800726261093494,0.36774236198776084
Citizen's Convenience Center,2022-11-04,537.6,54,0.10044642857142856,2022,11,4,-0.30401623268963973,-0.2930066160340885
Citizen's Convenience Center,2022-11-07,643.4,64,0.09947155735156979,2022,11,0,0.10721445629293423,0.09566925339052876
Citizen's Convenience Center,2022-11-16,504.8,50,0.09904912836767037,2022,11,2,-0.4315055200112695,-0.44847696380393537
Citizen's Convenience Center,2022-11-21,537.4,54,0.10048381094157052,2022,11,0,-0.30479360639282055,-0.2930066160340885
Citizen's Convenience Center,2022-11-23,504.8,50,0.09904912836767037,2022,11,2,-0.4315055200112695,-0.44847696380393537
Citizen's Convenience Center,2022-12-02,760.4,76,0.09994739610731194,2022,12,4,0.5619780726536259,0.5620802967000694
Citizen's Convenience Center,2022-12-09,500.6,50,0.0998801438274071,2022,12,4,-0.44783036777806356,-0.44847696380393537
Citizen's Convenience Center,2022-12-10,205.8,21,0.1020408163265306,2022,12,5,-1.5936792062663703,-1.5756369851353254
Citizen's Convenience Center,2022-12-14,694.4,69,0.09936635944700462,2022,12,2,0.30544475060400494,0.2900071881028374
Citizen's Convenience Center,2023-01-13,297.4,30,0.10087424344317418,2023,1,4,-1.237642050209624,-1.2258287026531698
Citizen's Convenience Center,2023-02-20,1012.4,101,0.09976293954958515,2023,2,0,1.5414689386612692,1.5337699702616125
Citizen's Convenience Center,2023-02-24,719.6,72,0.10005558643690939,2023,2,4,0.40339383720476946,0.40660994893022256
Citizen's Convenience Center,2023-03-01,744.4,74,0.09940891993551854,2023,3,2,0.4997881763991723,0.484345122815146
Citizen's Convenience Center,2023-03-17,402.8,40,0.09930486593843098,2023,3,4,-0.8279661086334109,-0.8371528332285526
Citizen's Convenience Center,2023-03-29,662.4,66,0.09963768115942029,2023,3,2,0.18106495809509782,0.17340442727545222
Citizen's Convenience Center,2023-04-05,554.8,55,0.0991348233597693,2023,4,2,-0.2371620942161024,-0.2541390290916268
Citizen's Convenience Center,2023-04-17,1098.4,110,0.10014566642388928,2023,4,0,1.8757396310289576,1.8835782527437681
Citizen's Convenience Center,2023-04-19,386.6,39,0.10087946197620279,2023,4,2,-0.890933378591045,-0.8760204201710143
Citizen's Convenience Center,2023-05-12,727.4,73,0.10035743744844652,2023,5,4,0.4337114116288154,0.4454775358726843
Citizen's Convenience Center,2023-06-12,1050.4,105,0.09996191926884995,2023,6,0,1.6891699422655968,1.6892403180314595
Citizen's Convenience Center,2023-06-23,783.4,78,0.09956599438345673,2023,6,4,0.6513760485194028,0.6398154705849929
Citizen's Convenience Center,2023-07-12,554.8,55,0.0991348233597693,2023,7,2,-0.2371620942161024,-0.2541390290916268
Citizen's Convenience Center,2023-07-21,790.8,79,0.09989883662114316,2023,7,4,0.6801388755370875,0.6786830575274546
Citizen's Convenience Center,2023-07-24,904.4,90,0.09951348960636887,2023,7,0,1.1216871389437078,1.1062265138945335
Citizen's Convenience Center,2023-07-26,580.4,58,0.09993108201240525,2023,7,2,-0.13765826020897662,-0.1375362682642416
Citizen's Convenience Center,2023-08-09,834.6,83,0.09944883776659477,2023,8,2,0.8503837165336543,0.8341534052973015
Citizen's Convenience Center,2023-08-21,817.4,82,0.10031808172253487,2023,8,0,0.7835295780601166,0.7952858183548398
Citizen's Convenience Center,2023-08-28,693.4,69,0.0995096625324488,2023,8,0,0.3015578820881016,0.2900071881028374
Citizen's Convenience Center,2023-09-01,591.6,59,0.09972954699121027,2023,9,4,-0.09412533283085897,-0.09866868132177986
Citizen's Convenience Center,2023-09-05,1257.4,126,0.10020677588675043,2023,9,1,2.4937517250575896,2.505459643823156
Citizen's Convenience Center,2023-09-18,556.4,56,0.100647016534867,2023,9,0,-0.23094310459065695,-0.21527144214916502
Citizen's Convenience Center,2023-10-13,614.6,61,0.099251545720794,2023,10,4,-0.0047273569650819885,-0.020933507436856413
Citizen's Convenience Center,2023-10-25,641.4,64,0.09978172747115685,2023,10,2,0.09944071926112753,0.09566925339052876
Citizen's Convenience Center,2023-11-20,823.0,82,0.09963547995139732,2023,11,0,0.8052960417491755,0.7952858183548398
Citizen's Convenience Center,2023-12-08,693.6,69,0.09948096885813149,2023,12,4,0.3023352557912824,0.2900071881028374
Citizen's Convenience Center,2023-12-26,1020.0,102,0.1,2023,12,1,1.5710091393821348,1.5726375572040743
Citizen's Convenience Center,2024-01-05,615.6,62,0.10071474983755685,2024,1,4,-0.0008404884491786416,0.01793407950560531
Citizen's Convenience Center,2024-01-19,891.0,89,0.09988776655443322,2024,1,4,1.069603100830603,1.0673589269520718
Citizen's Convenience Center,2024-02-07,660.4,66,0.09993943064809208,2024,2,2,0.17329122106329112,0.17340442727545222
Citizen's Convenience Center,2024-02-12,1017.8,102,0.10021615248575359,2024,2,0,1.5624580286471472,1.5726375572040743
Mills Park,2024-02-14,432.8,43,0.09935304990757855,2024,2,2,-0.7113600531563105,-0.7205500724011674
Citizen's Convenience Center,2024-02-21,838.6,84,0.1001669449081803,2024,2,2,0.8659311905972678,0.8730209922397633
Mills Park,2024-02-23,449.8,45,0.10004446420631391,2024,2,4,-0.6452832883859536,-0.642814898516244
Mills Park,2024-02-28,24.4,2,0.0819672131147541,2024,2,2,-2.2987571550512373,-2.314121137042098
Citizen's Convenience Center,2024-03-01,698.6,70,0.10020040080160321,2024,3,4,0.32176959837079916,0.3288747750452991
Citizen's Convenience Center,2024-03-04,895.2,90,0.10053619302949061,2024,3,0,1.0859279485973972,1.1062265138945335
Citizen's Convenience Center,2024-03-13,571.2,57,0.09978991596638655,2024,3,2,-0.17341745055528715,-0.17640385520670332
Mills Park,2024-03-15,285.8,29,0.10146955913226031,2024,3,4,-1.2827297249941025,-1.2646962895956315
Citizen's Convenience Center,2024-04-10,805.4,81,0.10057114477278371,2024,4,2,0.7368871558692764,0.7564182314123781
Citizen's Convenience Center,2024-04-12,271.8,27,0.09933774834437085,2024,4,4,-1.3371458842167494,-1.342431463480555
Mills Park,2024-04-22,534.8,53,0.09910246821241586,2024,4,0,-0.31489946453416934,-0.3318742029765502
Citizen's Convenience Center,2024-04-26,677.8,68,0.1003245795219829,2024,4,4,0.24092273324000926,0.25113960116037565
Citizen's Convenience Center,2024-04-29,1184.8,118,0.09959486833220797,2024,4,0,2.2115650708030063,2.194518948283462
Mills Park,2024-05-08,430.8,43,0.09981429897864438,2024,5,2,-0.7191337901881172,-0.7205500724011674
Mills Park,2024-05-10,579.8,58,0.10003449465332874,2024,5,4,-0.13999038131851874,-0.1375362682642416
Citizen's Convenience Center,2024-05-17,108.4,11,0.1014760147601476,2024,5,4,-1.9722601997153564,-1.9643128545599426
Citizen's Convenience Center,2024-07-01,970.2,97,0.0999793856936714,2024,7,0,1.3774430872901482,1.3782996224917656
Citizen's Convenience Center,2024-07-05,581.4,58,0.0997592019263846,2024,7,4,-0.13377139169307328,-0.1375362682642416
Mills Park,2024-07-12,371.6,37,0.09956942949407965,2024,7,4,-0.9492364063295953,-0.9537555940559378
